2017 SAT and PSAT10 District and School Results  - EMBARGOED UNTIL 10:00 A.M. ON AUGUST 17TH ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Means are calculated using only valid scores in the denominator.,,,,,,,,,,,,,,,,
* Values suppressed to protect student privacy.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Test,District Number,District Name,School Number,School Name,Total Students,Valid Scores,Evidence Based Reading and Writing Mean Score,Math Mean Score,Overall Mean Score,Participation Percent,2016 Valid Scores,2016 Evidence Based Reading and Writing Mean Score,2016 Math Mean Score,2016 Overall Mean Score,2016 Participation Percent,Mean Overall Score Change
PSAT  ,3140,WELD COUNTY S/D RE-8,3070,FORT LUPTON HIGH SCHOOL,   153,146,420.3,419.5, 839.8, 95.4,126,415.7,424.0,839.7,90.6,0.1
PSAT  ,3145,AULT-HIGHLAND RE-9,0000,DISTRICT RESULTS,    68,63,447.0,443.8, 890.8, 92.6,38,460.3,457.4,917.6,97.4,-26.8
PSAT  ,3145,AULT-HIGHLAND RE-9,3962,HIGHLAND HIGH SCHOOL,    68,63,447.0,443.8, 890.8, 92.6,38,460.3,457.4,917.6,97.4,-26.8
PSAT  ,3146,BRIGGSDALE RE-10,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,16,471.9,466.9,938.8,84.2,*
PSAT  ,3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,16,471.9,466.9,938.8,84.2,*
PSAT  ,3147,PRAIRIE RE-11,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,16,453.8,467.5,921.3,100.0,*
PSAT  ,3147,PRAIRIE RE-11,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,16,453.8,467.5,921.3,100.0,*
PSAT  ,3148,PAWNEE RE-12,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3148,PAWNEE RE-12,6812,PAWNEE SCHOOL PK-12,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3200,YUMA 1,0000,DISTRICT RESULTS,    67,66,440.0,445.9, 885.9, 98.5,47,431.9,447.9,879.8,92.2,6.1
PSAT  ,3200,YUMA 1,9799,YUMA HIGH SCHOOL,    67,66,440.0,445.9, 885.9, 98.5,47,431.9,447.9,879.8,92.2,6.1
PSAT  ,3210,WRAY RD-2,0000,DISTRICT RESULTS,    41,34,458.8,439.1, 897.9, 82.9,35,468.9,447.7,916.6,97.2,-18.7
PSAT  ,3210,WRAY RD-2,9733,WRAY HIGH SCHOOL,    41,34,458.8,439.1, 897.9, 82.9,35,468.9,447.7,916.6,97.2,-18.7
PSAT  ,3220,IDALIA RJ-3,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3220,IDALIA RJ-3,4231,IDALIA JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3230,LIBERTY J-4,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3230,LIBERTY J-4,5123,LIBERTY SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,0000,DISTRICT RESULTS,  1049,964,491.0,473.7, 964.7, 91.9,979,490.9,472.1,963.0,87.0,1.7
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,0015,ACADEMY OF CHARTER SCHOOLS,   144,136,486.9,465.7, 952.6, 94.4,138,474.7,462.9,937.6,95.8,15.0
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,0075,ANIMAS HIGH SCHOOL,    74,70,492.0,446.6, 938.6, 94.6,66,513.3,466.2,979.5,94.3,-40.9
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,    27,27,493.7,462.6, 956.3,100.0,21,526.2,477.6,1003.8,80.8,-47.5
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,1795,COLORADO SPRINGS EARLY COLLEGES,   148,134,529.4,506.4,1035.8, 90.5,130,514.6,491.0,1005.6,83.9,30.2
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,2067,COLORADO EARLY COLLEGE FORT COLLINS,   114,106,514.7,497.4,1012.1, 93.0,130,525.8,503.5,1029.3,94.9,-17.2
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,2196,COLORADO EARLY COLLEGES - PARKER,   113,102,565.2,543.6,1108.8, 90.3,104,559.9,531.4,1091.3,81.3,17.5
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,2837,EARLY COLLEGE OF ARVADA,    44,42,437.6,441.4, 879.0, 95.5,52,472.3,463.5,935.8,86.7,-56.8
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,4699,NEW AMERICA SCHOOL - THORNTON,    24,20,363.5,380.5, 744.0, 83.3,42,374.5,377.1,751.7,60.0,-7.7
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,5147,LAUNCH HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,6219,NEW AMERICA SCHOOL - LOWRY,    56,42,376.0,369.5, 745.5, 75.0,32,388.4,385.9,774.4,64.0,-28.9
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,6266,NEW LEGACY CHARTER SCHOOL,    24,18,368.3,393.3, 761.7, 75.0,18,367.2,353.3,720.6,50.0,41.1
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,6914,THE PINNACLE CHARTER SCHOOL HIGH,   122,116,446.5,438.4, 884.9, 95.1,147,454.1,442.2,896.3,99.3,-11.4
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,    55,55,588.5,556.4,1144.9,100.0,42,599.0,554.3,1153.3,100.0,-8.4
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,    17,16,478.1,448.8, 926.9, 94.1,< 16,*,*,*,*,*
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,9037,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL,    47,47,480.0,488.1, 968.1,100.0,25,498.8,523.2,1022.0,96.2,-53.9
PSAT  ,8001,CHARTER SCHOOL INSTITUTE,9785,YOUTH & FAMILY ACADEMY CHARTER,    28,22,385.9,360.9, 746.8, 78.6,19,366.3,366.8,733.2,100.0,13.6
PSAT  ,9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,1924,COLORADO SCHOOL FOR THE DEAF AND BLIND,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,9030,MOUNTAIN BOCES,0000,DISTRICT RESULTS,    27,27,411.5,400.4, 811.9,100.0,29,427.9,392.8,820.7,100.0,-8.8
PSAT  ,9030,MOUNTAIN BOCES,6134,YAMPAH MOUNTAIN SCHOOL,    27,27,411.5,400.4, 811.9,100.0,29,427.9,392.8,820.7,100.0,-8.8
PSAT  ,9050,SAN JUAN BOCES,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO E-SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,9130,EXPEDITIONARY BOCES,0000,DISTRICT RESULTS,    24,23,534.8,470.9,1005.7, 95.8,27,464.1,433.0,897.0,100.0,108.7
PSAT  ,9130,EXPEDITIONARY BOCES,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,    24,23,534.8,470.9,1005.7, 95.8,27,464.1,433.0,897.0,100.0,108.7
PSAT  ,9170,COLORADO DIGITAL BOCES,0000,DISTRICT RESULTS,   198,142,460.4,429.1, 889.4, 71.7,170,463.4,424.8,888.2,59.2,1.2
PSAT  ,9170,COLORADO DIGITAL BOCES,1550,COLORADO PREP ACADEMY,    78,61,500.0,469.7, 969.7, 78.2,49,469.0,431.0,900.0,47.1,69.7
PSAT  ,9170,COLORADO DIGITAL BOCES,6971,PIKES PEAK ONLINE SCHOOL,    95,63,424.9,394.3, 819.2, 66.3,47,427.0,391.1,818.1,64.4,1.1
PSAT  ,9170,COLORADO DIGITAL BOCES,7449,ROCKY MOUNTAIN DIGITAL ACADEMY,*,< 16,*,*,*,*,62,482.1,442.7,924.8,86.1,*
PSAT  ,9170,COLORADO DIGITAL BOCES,7484,MOUNTAIN VIEW VIRTUAL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
SAT   ,0000,STATE RESULTS,0000,STATE RESULTS, 60978,56681,513.4,500.9,1014.3, 93.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0000,DISTRICT RESULTS,   528,454,490.9,466.0, 956.9, 86.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0187,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,    73,72,480.8,465.6, 946.4, 98.6,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0212,MAPLETON EARLY COLLEGE HIGH SCHOOL,    61,61,473.4,429.7, 903.1,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0263,GLOBAL LEADERSHIP ACADEMY,    32,32,477.5,457.5, 935.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0309,ACADEMY HIGH SCHOOL,   101,99,463.4,452.6, 916.1, 98.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,0503,YORK INTERNATIONAL,    38,38,515.3,494.7,1010.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,   223,152,517.2,484.2,1001.4, 68.2,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,0000,DISTRICT RESULTS,  2629,2444,499.5,499.3, 998.8, 93.0,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,   129,105,407.6,377.6, 785.2, 81.4,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,   461,447,508.5,522.1,1030.6, 97.0,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,   529,497,558.5,564.0,1122.5, 94.0,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,   398,342,449.3,450.4, 899.7, 85.9,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,   464,445,502.2,492.2, 994.4, 95.9,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,   450,428,473.3,475.2, 948.5, 95.1,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,6802,PROSPECT RIDGE ACADEMY,    98,98,566.7,557.7,1124.4,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,6956,PATHWAYS FUTURE CENTER,    83,66,443.6,428.5, 872.1, 79.5,NA,NA,NA,NA,NA,NA
SAT   ,0020,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0030,ADAMS COUNTY 14,0000,DISTRICT RESULTS,   466,434,435.4,423.0, 858.4, 93.1,NA,NA,NA,NA,NA,NA
SAT   ,0030,ADAMS COUNTY 14,0022,LESTER R ARNOLD HIGH SCHOOL,    65,56,379.1,373.0, 752.1, 86.2,NA,NA,NA,NA,NA,NA
SAT   ,0030,ADAMS COUNTY 14,0024,ADAMS CITY HIGH SCHOOL,   401,378,443.8,430.4, 874.2, 94.3,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,0000,DISTRICT RESULTS,  1036,950,482.3,470.2, 952.5, 91.7,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,1021,BRIGHTON HERITAGE ACADEMY,    37,28,423.6,407.1, 830.7, 75.7,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,1022,BRIGHTON HIGH SCHOOL,   409,381,478.8,468.8, 947.6, 93.2,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,1560,BOLT ACADEMY,    16,16,477.5,431.9, 909.4,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,2399,EAGLE RIDGE ACADEMY,   119,118,527.6,514.7,1042.3, 99.2,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,7129,PRAIRIE VIEW HIGH SCHOOL,   450,402,477.5,464.8, 942.2, 89.3,NA,NA,NA,NA,NA,NA
SAT   ,0040,SCHOOL DISTRICT 27J,9801,ADAMS YOUTH SERVICE CENTER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0050,BENNETT 29J,0000,DISTRICT RESULTS,    99,94,511.2,468.0, 979.1, 94.9,NA,NA,NA,NA,NA,NA
SAT   ,0050,BENNETT 29J,0775,BENNETT HIGH SCHOOL,    99,94,511.2,468.0, 979.1, 94.9,NA,NA,NA,NA,NA,NA
SAT   ,0060,STRASBURG 31J,0000,DISTRICT RESULTS,    76,75,505.9,501.1,1006.9, 98.7,NA,NA,NA,NA,NA,NA
SAT   ,0060,STRASBURG 31J,7133,PRAIRIE CREEKS CHARTER SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0060,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,    70,70,511.9,507.6,1019.4,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0070,WESTMINSTER PUBLIC SCHOOLS,0000,DISTRICT RESULTS,   590,545,434.2,417.4, 851.6, 92.4,NA,NA,NA,NA,NA,NA
SAT   ,0070,WESTMINSTER PUBLIC SCHOOLS,3931,HIDDEN LAKE HIGH SCHOOL,    81,76,406.3,388.0, 794.3, 93.8,NA,NA,NA,NA,NA,NA
SAT   ,0070,WESTMINSTER PUBLIC SCHOOLS,9466,WESTMINSTER HIGH SCHOOL,   509,469,438.7,422.2, 860.9, 92.1,NA,NA,NA,NA,NA,NA
SAT   ,0100,ALAMOSA RE-11J,0000,DISTRICT RESULTS,   143,142,483.1,470.4, 953.5, 99.3,NA,NA,NA,NA,NA,NA
SAT   ,0100,ALAMOSA RE-11J,0118,ALAMOSA HIGH SCHOOL,   131,131,488.5,478.2, 966.7,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0100,ALAMOSA RE-11J,0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0110,SANGRE DE CRISTO RE-22J,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0120,ENGLEWOOD 1,0000,DISTRICT RESULTS,   182,163,470.2,442.3, 912.5, 89.6,NA,NA,NA,NA,NA,NA
SAT   ,0120,ENGLEWOOD 1,0206,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,    76,64,474.5,444.2, 918.8, 84.2,NA,NA,NA,NA,NA,NA
SAT   ,0120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,   106,99,467.5,441.0, 908.5, 93.4,NA,NA,NA,NA,NA,NA
SAT   ,0123,SHERIDAN 2,0000,DISTRICT RESULTS,   110,97,440.5,424.0, 864.5, 88.2,NA,NA,NA,NA,NA,NA
SAT   ,0123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,    74,71,450.1,434.5, 884.6, 95.9,NA,NA,NA,NA,NA,NA
SAT   ,0123,SHERIDAN 2,8123,SOAR ACADEMY,    36,26,414.2,395.4, 809.6, 72.2,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,0000,DISTRICT RESULTS,  3871,3529,540.8,531.5,1072.3, 91.2,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,1551,CHEROKEE TRAIL HIGH SCHOOL,   710,665,542.0,527.8,1069.8, 93.7,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,1570,CHERRY CREEK HIGH SCHOOL,   814,720,598.2,606.8,1205.0, 88.5,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,   624,577,528.0,505.6,1033.5, 92.5,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,2653,ENDEAVOR ACADEMY,   109,84,422.3,403.7, 826.0, 77.1,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,   591,544,565.9,556.7,1122.6, 92.0,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,   532,502,482.6,477.2, 959.8, 94.4,NA,NA,NA,NA,NA,NA
SAT   ,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,   486,434,520.1,502.6,1022.7, 89.3,NA,NA,NA,NA,NA,NA
SAT   ,0140,LITTLETON 6,0000,DISTRICT RESULTS,  1242,1179,559.5,550.8,1110.3, 94.9,NA,NA,NA,NA,NA,NA
SAT   ,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,   521,497,577.9,573.3,1151.1, 95.4,NA,NA,NA,NA,NA,NA
SAT   ,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,   405,389,560.4,550.6,1111.0, 96.0,NA,NA,NA,NA,NA,NA
SAT   ,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,   312,290,528.4,514.4,1042.8, 92.9,NA,NA,NA,NA,NA,NA
SAT   ,0140,LITTLETON 6,9980, DISTRICT WIDE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0170,DEER TRAIL 26J,0000,DISTRICT RESULTS,    19,17,432.4,425.9, 858.2, 89.5,NA,NA,NA,NA,NA,NA
SAT   ,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,    19,17,432.4,425.9, 858.2, 89.5,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,0000,DISTRICT RESULTS,  2419,2287,452.1,440.0, 892.1, 94.5,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,0219,APS ONLINE SCHOOL,    30,19,455.8,434.7, 890.5, 63.3,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,   482,429,416.8,400.6, 817.4, 89.0,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,   376,360,431.5,417.4, 848.8, 95.7,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,   458,442,446.7,435.0, 881.7, 96.5,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,    62,62,495.2,486.5, 981.6,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,   521,497,490.2,478.6, 968.8, 95.4,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,    78,77,449.2,442.3, 891.6, 98.7,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,   296,287,465.7,458.7, 924.5, 97.0,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,    26,25,463.6,448.0, 911.6, 96.2,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,    83,82,445.4,434.8, 880.1, 98.8,NA,NA,NA,NA,NA,NA
SAT   ,0180,ADAMS-ARAPAHOE 28J,9980, DISTRICT WIDE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0190,BYERS 32J,0000,DISTRICT RESULTS,   207,80,490.1,467.8, 957.9, 38.6,NA,NA,NA,NA,NA,NA
SAT   ,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,    31,27,471.1,468.1, 939.3, 87.1,NA,NA,NA,NA,NA,NA
SAT   ,0190,BYERS 32J,1752,COLORADO VIRTUAL ACADEMY (COVA),   116,26,547.3,512.3,1059.6, 22.4,NA,NA,NA,NA,NA,NA
SAT   ,0190,BYERS 32J,2356,ELEVATE ACADEMY,    46,26,446.9,414.6, 861.5, 56.5,NA,NA,NA,NA,NA,NA
SAT   ,0190,BYERS 32J,3362,VALIANT ACADEMY,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0220,ARCHULETA COUNTY 50 JT,0000,DISTRICT RESULTS,    90,88,510.8,490.7,1001.5, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,    89,88,510.8,490.7,1001.5, 98.9,NA,NA,NA,NA,NA,NA
SAT   ,0230,WALSH RE-1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0240,PRITCHETT RE-3,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0250,SPRINGFIELD RE-4,0000,DISTRICT RESULTS,    23,22,465.5,477.7, 943.2, 95.7,NA,NA,NA,NA,NA,NA
SAT   ,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,    23,22,465.5,477.7, 943.2, 95.7,NA,NA,NA,NA,NA,NA
SAT   ,0260,VILAS RE-5,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0270,CAMPO RE-6,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0290,LAS ANIMAS RE-1,0000,DISTRICT RESULTS,   169,110,422.7,395.1, 817.8, 65.1,NA,NA,NA,NA,NA,NA
SAT   ,0290,LAS ANIMAS RE-1,0443,AIM GLOBAL,   126,73,397.5,376.7, 774.2, 57.9,NA,NA,NA,NA,NA,NA
SAT   ,0290,LAS ANIMAS RE-1,4279,IMMERSION SCHOOLS SCIENCE TECHNOLOGY ARTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,    26,24,439.2,392.1, 831.3, 92.3,NA,NA,NA,NA,NA,NA
SAT   ,0310,MC CLAVE RE-2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,0000,DISTRICT RESULTS,  2158,2123,519.6,502.2,1021.8, 98.4,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,   230,228,528.5,511.5,1040.0, 99.1,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,   225,225,494.3,473.4, 967.6,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,5282,LONGMONT HIGH SCHOOL,   286,285,505.0,489.5, 994.5, 99.7,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,    76,75,558.3,543.7,1102.0, 98.7,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,   264,256,512.6,500.2,1012.7, 97.0,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,   316,309,559.4,542.8,1102.2, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,6498,OLDE COLUMBINE HIGH SCHOOL,    37,36,423.3,397.8, 821.1, 97.3,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,   303,299,558.0,533.7,1091.7, 98.7,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,    36,31,496.1,456.8, 952.9, 86.1,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,   343,337,480.9,469.4, 950.3, 98.3,NA,NA,NA,NA,NA,NA
SAT   ,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,    32,32,499.4,477.8, 977.2,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,0000,DISTRICT RESULTS,  2457,2141,576.4,564.9,1141.2, 87.1,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,0125,ARAPAHOE RIDGE HIGH SCHOOL,    43,31,435.5,410.6, 846.1, 72.1,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,0924,BOULDER HIGH SCHOOL,   479,394,590.1,571.5,1161.5, 82.3,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
